Film Title,Film Year,Film Length,Genre 1,Genre 2,Genre 3,Genre 4,Total Ratings,Number of Fans,Average Ratings,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating,Review Text,Number of Paragraphs,Number of Likes,Comments,Followers,Following,Date,Rating
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, I thought the hacker girl was gay because she said she had a girlfriend and then she kissed the dude and I was deceived,1,6,0,264,174,9-Dec-17,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," I feel like they just put all the effort into casting this and hoped the rest would fall in place. It didn't. This movie is a sinking ship with lots of super valuable, charismatic, hilarious and attractive people worth saving. GIVE TJ BETTER WORK. 2016 RankedNext 15 Watches (Vol. 11)",2,33,2,145,"4,873",12-Dec-16,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, every time i watch a jason bateman film i’m reminded of the crush i have on him and i wanna launch myself off a cliff,1,6,1,184,440,13-Nov-18,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Mediocre ""Shut the fuck door"".",2,11,0,228,"1,037",2-Nov-17,rated-4
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," only finished this for Kate, Vanessa and TJ.",1,22,3,999,"19,958",17-Mar-17,0
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, Jennifer Aniston's expression on the poster was me during this entire movie.,1,6,0,471,"1,042",25-Nov-17,rated-4
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," I should love Office Christmas Party as I've established myself as a woman enamored with living vicariously through on-screen spectacles of people dancing while getting wasted. Because I know I will never have an epic party experience in my own life because I a) don't drink and b) can't recreate slow motion dance moves scored by Drake, I rather watch attractive actors and the magic of editing supply me with this artifice. Take Me Home Tonight is my favorite movie of all time because it allows me to experience a bomb ass party with Chris Pratt and cocaine while also being set in the 80's, something that I can never achieve. 2015 provide us with two dope ragers with the ""surprise this whole movie is a party"" enjoyment of Sisters and the Seth Rogen Holiday Special that is The Night Before. OCP is trying its hardest to be a combination of the two and misses the mark at every turn whether it's being funny, sentimental or seasonal. Though it opens strong, it's not able to immerse me in the wild night experience or cinematically conveys it of being as great as promised. Like the start of every movie before we can get to the juicy main event, we begin with the introduction in this case to our lead, sad sack Josh (Jason Bateman) who has just finalized his divorce. Bateman plays his usual smart alec, straight man persona which if you're me you'll take it but I realize others would be happy to leave it. Things ramp up once we get the grand introduction to the many characters that make up the titular office. Everyone gets their moment to shine up top and establish what larger than life personality they are, highlights being the uptight head of HR Mary (Kate McKinnon), struggling single mother Allison (Vanessa Bayer) and baller rich man-child Clay (TJ Miller) who runs the Chicago branch of the software business passed down by his father. Jennifer Aniston busts in as boss ass bitch Carol, Clay's sister and threatens to shut down the branch if they don't land a major deal by the next day. The believable sibling rivalry is a nice added touch to the archetype of Scrooge CEO who wants to ruin everyone's Christmas. As a not festive person myself who also is physically strong and respects someone who doesn't put up with shit, Aniston ruled and characters like her are crucial when Bateman and romantic interest/hacker Tracey (Olivia Munn) are so vanilla. What a wild night of debauchery and mishaps should be is hilarious and so outrageous and exciting that you wish you could be there. The lead up is for sure fun with boardroom bickering between Clay and Carol then the party planning montage which includes Clay exhausting his contacts to try to invite Kanye (sadly no pay off on that). Laughs became fewer and far between as the lame employees get turnt on cocaine and egg nog. This is due to as the film progresses it becomes increasingly plot heavy, adding on more road blocks and caveats to the ""save the company"" storyline. Half the characters are too side tracked to even be at the party and we're stuck watching random extras photocopy their butts. Sisters really exceeded at this grandiose party with the overflowing bubbly washing machine, drugged Bobby Moynihan doing Scarface impressions and bad yet brilliant choreography by Fey and Poehler. There's nothing unique about this party and the raunchy dick jokes fall flaccid. The B plot that takes over the third act which includes 22 Jump Street stand out Jillian Bell as a pimp who takes Clay hostage, sounds amazing based on the talent alone but the script gets too involved with its action set pieces. By the end, the movie has thrown so much at you that it incorrectly assumes that we care an ounce about the imperative technical solution to saving this company. For a movie so confidently stating its premise, it finds so many ways to stray to the far reaches of the city so they don't have to be at said party. As much as I've just trampled over OCP I'll at least say it's trying. There is diversity in both race and gender, often something you'd be hard pressed to find in the straight white man dominated narratives of big budget comedies. As much as the jokes are crass, at least they're not racist which I realize is a low bar I'm setting but case in point Dirty Grandpa. There's an attempt at progressive female characters with the pimp gender swap and Tracey being the mastermind of the finale but still Carol is the stereotypically ""cunty"" female boss and the stale bit of a nerd hiring a prostitute as his fake girlfriend gives Neon Demon's Abbey Lee little to work with. Even with its mini-strides Office Christmas Party fails at its attempted purpose, it is neither a new holiday classic nor a raucous hour and a half that I want to get on up in. I'm not saying it would be more time to go to an actual office Christmas party but at least there would be cake.",4,9,0,659,805,11-Dec-16,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, Christmas 2019 Trash except for Kate who was stunning (as usual).,2,6,0,801,493,8-Dec-19,rated-4
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Fun and funny enough, but lacking in consistent laugh out loud moments. ""Office Christmas Party"" is a decent holiday comedy that I enjoyed overall due to the committed cast, and strong entertainment value although it's held back from being the great Christmas comedy it had the potential to be due the weak third act and overall safe approach this film took to its premise.",1,11,0,15,221,10-Dec-16,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, not worth reviewing. what's up how is everyone doing,1,6,0,169,"1,012",21-Dec-18,rated-4
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Yet another comedy, where I admit it isn't the best film or even a good film, but I laughed quite a bit while watching this. Courtney B. Vance, Kate McKinnon, Jillian Bell, Jennifer Aniston, Karan Soni, and TJ Miller kill it here.",1,7,0,83,398,22-May-17,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," E-One. Cinema 2.35:1ColorDigital 15""My name is Carol, I'm so old I died in the beginning of 'Up!'"" A cliche and repetitive comedy that's really hilarious in parts due to its performances. This is chaos captured on film that just so happens to be centred around Christmas. Bateman and Munn shine with just a little depth with Miller outright annoying in its second and third act. The film is saved my the malicious and wonderful performances of Aniston and McKinnon respectively. Both are juggernauts of oppose ends of comedy. It's a satisfying and fun ride that perhaps last a 5 or 10 minutes too long. 68",3,12,0,226,"3,695",29-Dec-16,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Is this the greatest movie of all time? Maybe. Is it even a question worth asking? In my experience, when confronted with cinematic perfection, you just know. You know when you know, y'know? It's speechless, it's a sensation that leaves your mouth agape. But the posed question comes with many interpretations dependant on who you ask. Some people look for formalism and a rich textural style and sense of creation. Others look for something more personal and emotionally investing.  So what makes Office Christmas Party - this raunchy, festive comedy - my pick for the greatest movie of all time? Simple - it's not Bad Santa 2. Which is another way of me saying it's not the worst movie of all time. So if it's not the worst movie of all time, logic must dictate it's therefore most certainly in the running for best movie of all time. I don't think that's how logic works but it's what I'm going with.  This movie is Citizen Kane x My Beautiful Dark Twisted Fantasy by way of Michelangelo... at least in comparison to Bad Santa 2. This movie is a cool glass water after a three-day, supply-less trek through Christmas-themed cinematic Death Valley that is Bad Santa 2.",5,20,5,280,751,9-Dec-16,rated-10
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," “Did you rent a live baby?”“For the nativity scene, yeah” Look, I’m one of those happy-go-lucky-stupid-loving-christmas people, so I feel it’s almost impossible for me to hate a christmas film as long as it gives a bare minimum of season’s feel, snow and music. Office Christmas Party does bring those things, but there’s sadly nothing else good in this film. Or well, Kate McKinnon is funny and there’s an ounce of character dynamics but it’s so wasted on a plot just wanting to create easy jokes. None of the jokes are born naturally from character-interactions and instead comes of as incredibly forced and whilst I’m certainly not prude, so many jokes focusing just on cramming in curse-words does get repetitive. I love christmas, but no matter how much christmas you cram into a film it can never excuse a watered-down plot with repetitive jokes and generic style only existing to bring in easy bucks. 2016",3,7,0,347,896,12-Dec-18,rated-2
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," ""Office Christmas Party"" is a movie that has tons of forced heart and emotional moments, as well as jokes that are just plain dumb, but that's what I really liked about this movie. It's so committed to being goofy and I actually laughed a lot throughout, and while the heart is forced upon the audience, I admittedly fell for its charm in the end. Nothing great but a fun time at the movies, and certainly the best Christmas movie of the year.",1,10,0,18,250,8-Dec-16,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Jennifer Aniston is such a badass in all those R-rated comedies <3 That woman would never so much as look at that whiny bitch Ross Geller, let alone give up Paris for him.",1,63,22,278,"1,416",19-Jul-20,rated-4
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," “Ooh, there's a car on fire. Did the Bears win?” sufficient christmas fun carried by Jennifer Aniston and Jason Bateman but doesn’t do anything else besides recycling the basic party-gone-crazy/wrong tropes. and i really can’t stand looking at TJ Miller anymore at this point.  Kate McKinnon’s an over-the-top scene stealer and i love her",3,17,0,525,"1,651",17-Dec-18,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, I knew I should’ve continued to watch Nathan for You..... I demand my time back,1,48,7,256,"4,172",19-Dec-18,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," the things i do for jennifer aniston, jason bateman and kate mckinnon.........",1,8,0,191,306,7-Oct-18,rated-4
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, Cinema keeps trying to ruin my Christmas.,1,19,8,"1,144",642,8-Dec-16,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," It’s dumb af and kinda annoying, but I’d be lying if I didn’t say I at least had a good time.",1,10,2,81,436,14-Dec-17,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, Nothing's worse than an unfunny comedy.,1,19,1,"2,260","2,426",7-Jan-20,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Chicago’s hottest club is a midtown tech company called Zenotek Data Storage Systems, and it has everything: Santa Claus sitting on the Iron Throne, Kate McKinnon playing a flatulent HR lady, and — most importantly — a lethal dose of Baniston (that’s that thing where Jason Bateman and Jennifer Aniston exhume the toxic non-chemistry they’ve already brought to four other, even more excruciating comedies). 50 times longer than the unrelated “SNL” sketch of the same name and somehow featuring half as many laughs, “Office Christmas Party” is the perfect holiday movie for that one dude at your job who still quotes “Wedding Crashers” every time you’re forced to interact with him, screaming “You shut your mouth when you’re talking to me!” in a crowded elevator that’s filled with strangers who work on other floors. You know who I’m talking about. READ THE FULL REVIEW ON INDIEWIRE",2,280,7,40,"76,452",7-Dec-16,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," project x meets the office, it wasn't amazing. But god damn did i laugh. Kate Mckinnon was truely amazing as ""farty cheese lady""",1,7,0,48,130,5-Dec-16,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Jennifer Aniston, please be my real mother!!!!  I love her so much! She should be Academy Award winner Jennifer Aniston, not for this movie, but for another film.  This film is a Guilty pleasure of mine, I just love everything about it, the comedy is Hilarious, and I have just the best laugh.  🔙Madagascar: Escape 2 Africa🔜Waves",4,12,8,44,161,8-Aug-20,rated-10
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Office Christmas Party is a fun if forgettable time. It's obvious the cast had a lot of fun while shooting the movie and their fun rubs off on the audience. McKinnon is unsurprisingly the MVP, but Karan Soni continues his excellent year by stealing the show despite still being unrecognizable for most of the general audience. Really though, most of the cast doesn't disappoint thanks to their excellent chemistry with each other. (Rob Corddry's character doesn't work at all though.) The jokes are hit and miss, and it's clear that most of the film was improv, but it's just really enjoyable to watch these great comic actors play off each other. It all leads to a bombastic (although more generic than the rest of an already highly unoriginal movie) ending that just feels right thanks to its magical Christmas feeling. Office Christmas Party is an enjoyable way to spend two hours, although it probably won't stick with you for that much longer afterwards. Film #1 of Blank's Scavenger Hunt miniTask 2/16: A film starring two 2016 Emmy winners.letterboxd.com/blankments/list/scavenger-hunt-mini-2-december-2016/",2,8,0,167,"1,713",10-Dec-16,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Nobody at all:Me, as Paddy Tanniger: ""Yeah, I watched a mediocre Christmas movie in September! Big whoop, ya wanna fight about it?!?""",1,47,6,383,414,27-Sep-20,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," I remember almost seeing this a couple of years ago. I really wanted to wait until Christmas to see this, but alas, I was having a Kate McKinnon movie marathon on Sunday. The stakes felt so superficial, even though Amazon apparently sent out pink slips on Christmas Eve to hundreds of employees last year, so it's not completely far-fetched (unfortunately). Situations were ramped up and I have to say that seemed like a totally insane Christmas Party. Some of the characters were funny and the brother and sister wrestling on the floor was memorable. Jennifer Aniston took being a ""horrible boss"" to another level entirely.  Vegan alert:-Sample cheese boards-Mary (Kate McKinnon) talking about possibly putting down a parrot Kate McKinnon Marathon, movie #3 (final)",5,41,0,"22,460","20,560",12-Aug-18,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, Surprisingly really funny and has a surprising heart to it. The cast work well together and the film has a good holiday spirit. Nothing new or memorable and definitely loses some steam in the third act but this is still a very fun movie.,1,15,0,44,"1,244",10-Dec-16,rated-7
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, Jennifer Aniston on the cover is literally me waching this,1,7,0,211,295,23-Dec-18,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, ur movie is already doomed if u think putting a bloopers reel at the end is a good thing,1,21,5,"1,416","3,212",15-Jan-19,0
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, i believe i just accidentally stumbled upon the worst letterboxd banner of all time,1,5,13,96,109,15-Feb-18,0
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Office Christmas Party is a sporadically funny comedy that took its time to get going and seems hampered by its own feeble plot. It's little surprise then that it has received mostly negative reviews but I do think that the tone of some of them has done the film a disservice because, for all its faults, this isn't an embarrassingly bad movie, it's just a somewhat uneven one. Overall, the feeling I had throughout my viewing experience was goodwill - I wanted it to pick up, I wanted it to find its feet - and a lot of that was down to the excellent cast. Now granted, Jason Bateman is essentially playing the same role he's played in virtually everything, but he still has - to me, at least - enough likeability to get a free pass, whilst Jennifer Aniston represents the film's Scrooge, and it's amusing to see Rachel be mean to a little girl and wipe the floor with some pimp's hulking heavies. As with Ghostbusters though, it is Kate McKinnon who steals the whole movie by seemingly working to a completely different script to everyone else around her. As Mary, the demented, workaholic HR lady who gradually reveals her wild eccentricities as the night progresses, she's on incredible form and I just had to see her wink at TJ Miller in one of the early boardroom scenes to be up for whatever came along and thankfully all of her stuff hits the spot and finds your funny bone. Also on fine form is the gorgeous Olivia Munn, trading off some of that half geek/half goddess characterisation she developed on TV's The Newsroom, but I was really pleased and surprised to see some good characterisation in the film's smaller, supporting roles, most notably in single mom and the glue that holds the office together Allison played by Vanessa Bayer. But the script definitely needed one more draft to pull all these promising aspects together to produce the film this really ought to have been. But hey, it's Christmas, so here's a generous three stars for effort.",1,10,4,722,"3,038",18-Dec-16,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, It’s not a fantastic film but I was laughing constantly so it suffices as a holiday flick that I enjoy.,1,11,2,155,252,23-Dec-19,rated-7
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," just watched because of Jennifer Aniston, but I regretted it.-(Só assisti por causa da Jennifer Aniston, mas me arrependi).",1,7,0,300,268,23-Mar-17,rated-2
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, they took the simplest concept and made it just the most convoluted shit they could possibly come up with,1,34,0,184,"4,103",14-Nov-17,rated-2
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Though it may not be destined for holiday-classic status, Josh Gordon and Will Speck's ""Office Christmas Party"" has enough Murphy's Law-inspired and grownup-friendly laughs to make the comedy an, at least, mid-level yuletide favorite. The film, with its robust mix of naughty and nice, smart and silly comedy, is an uptempo, often hilarious piece of work with enough spiked-nog kick to make it stand-out. Revolving around a holiday mixer that grows into gargantuan proportions when a tech company finds itself needing  to impress a client, ""Office Christmas Party"" observes the party to end them all. Crazed acts, economic Grinchiness, minor mistletoe romance, and an epic drive through the film's urban environs inject the what-can-go-wrong-will comedy with potent and engaging flair.  Gordon and Speck capitalize on their cast and textured, personality-rich comedy to fuel the film. Jason Bateman is his usual wry everyman, Jennifer Aniston is a solid nouveau Scrooge, and TJ Miller is a spritely Santa. Buffering the leads are the dynamically placed Olivia Munn, Kate McKinnon, and Vanessa Bayer. The cast, performing against a burnished, wintry landscape, easily handles the film's combination of goofy, witty, and physical comedy.  There is a robustly amusing flavor and a go-for-broke comic spirit that makes ""Office Christmas Party"" work.  With its strong cast and spry production, the film consistently entertains, and its energy rarely lets up. It is a solidly enjoyable holiday comedy.",4,41,0,500,"4,566",24-Dec-16,rated-7
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Watching this movie did make me wonder if I was naughty this year, and this was my punishment. So there’s that. Full review at ScreenCrush.",1,32,0,129,"29,333",6-Dec-16,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Didn’t hope for much, but Office Christmas Party was one of few movies from 2016 that actually made me laugh or made an effort to even consider itself to be a comedic film, from very known and comedic cast Office Christmas Party can be compared to The Office and Hangover, however, that is not the case. Simply because of the cast assembled, that includes, T.J Miller, Jason Bateman, Jennifer Anniston, Olivia Munn and Kate McKinnon. And fact that I expected a dull, vulgar comedy with no real characters. The aspects of the film that impressed me were creativity. It was great to see a Christmas movie that cleverly integrated a celebration that is embraced by ample companies across the world and turn it into a horrible disaster. I thought the actors were a suitable choice and acclimatized into their roles well even while it corroborates some actors as being stereotypical. offices of a Chicago tech company is looking to throw a rollicking Christmas party to end the year. Zenotek's proverbial humbug Carol Vanstone (Aniston) would rather close down the branch before the New Year and poach all valuable employees. Clay Vanstone (Miller); Branch manager, brother of the CEO and archetypal man-child - would rather that didn't happen and uses the party to impress a potential client (Vance). There are moments of a hilarious script and there are moments of same old comedy film script. While much of the story beats and stakes are pinned on Zenotek's sibling rivalry, the technical leads are Chief Technical Officer Josh Parker (Bateman) and Head of Tech Tracey Hughes (Munn) who is so comfortably in their wheelhouse that they hardly need mentioning. Generally speaking the movie is very entertaining, and doesn't take itself seriously, it is a good movie to watch to on a Friday night after a long week in the office, but only to the people who are into this movie genre. Keeping this one short because of it ain't movie you really watch to view the “oohs” and “aahs” its one of those that just entertains you for time being and disappears into the yearly watched film still personally I am into this kind of genre and I loved it.  BonusGreat cast. Hilarious at times. DrawbackTries big on character expansion area but fails. Bad pop songs.",2,7,0,612,405,11-Mar-17,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, we as a society do not spend enough time talking about the Jason Bateman and Jennifer Aniston Cinematic Universe,1,175,3,186,"2,091",16-Dec-17,rated-2
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Its fine. Could have been shorter and some of the character arcs feel like they could have been cut (I do actually like the Nate/Stripper subplot though, don't judge me) but overall it is what its is, a fun distraction with a talented cast.Speaking of cast, on a more serious note, its a shame TJ Miller turned out the way he did. He's pretty good in this and adds a nice goofy charm to his character, and I used to really like seeing him in movies before the fake bomb call went down. It always hurts when it turns out someone you look up to (for me Jason Lei Howden and Doug Walker) turns out to be a danger towards the people around them who desperately needs to change. I get that these actors/directors are still people after all, and people make mistakes, but when you find out that the people who inspired your writing style, the people who you always looked forward to seeing, the people who made you feel like you're not alone, turn out to be broken beyond repair, that fucking hurts.",1,19,0,"2,861","1,668",21-Jul-20,rated-6
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, movies are bad and should be illegal,1,103,3,249,"3,516",14-Mar-17,rated-2
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," I feel like they just put all the effort into casting this and hoped the rest would fall in place. It didn't. This movie is a sinking ship with lots of super valuable, charismatic, hilarious and attractive people worth saving. GIVE TJ BETTER WORK. 2016 RankedNext 15 Watches (Vol. 11)",2,33,2,145,"4,873",12-Dec-16,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255, Great movie to watch on Thanksgiving Eve!!! I laughed and that’s exactly what I needed. 😂😂😂,1,7,0,144,131,21-Nov-18,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Well, that was unfunny.",1,11,0,858,943,28-Jul-18,rated-5
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Chicago’s hottest club is a midtown tech company called Zenotek Data Storage Systems, and it has everything: Santa Claus sitting on the Iron Throne, Kate McKinnon playing a flatulent HR lady, and — most importantly — a lethal dose of Baniston (that’s that thing where Jason Bateman and Jennifer Aniston exhume the toxic non-chemistry they’ve already brought to four other, even more excruciating comedies). 50 times longer than the unrelated “SNL” sketch of the same name and somehow featuring half as many laughs, “Office Christmas Party” is the perfect holiday movie for that one dude at your job who still quotes “Wedding Crashers” every time you’re forced to interact with him, screaming “You shut your mouth when you’re talking to me!” in a crowded elevator that’s filled with strangers who work on other floors. You know who I’m talking about. READ THE FULL REVIEW ON INDIEWIRE",2,280,7,40,"76,452",7-Dec-16,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Truly a movie about nothing, but probably one of the better Christmas movies I'll see this year.",1,8,1,"2,086","3,711",8-Dec-17,rated-2
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," when i bought my tickets to this i refused to say the title out loud and instead just pointed to the board displaying all the movie times and said ""the one at the top, please""",1,21,0,166,732,17-Dec-16,rated-2
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," An hour went by as I was watching this and I was like 'wow, an hour went by already? That was quick.' Then two more hours went by and I checked the time again, and only 30 minutes had actually gone by.  Very, very crappy start to a very, very crappy film. It finally at least picked up the pace when the 'party' started.  What else? Not funny at all. Zero standouts in the cast. It wasn't like garbage that's full of garbage- until the end came and it was, it was something.  I wasn't expecting it to be good, but I was not expecting it to be this bad.",4,8,0,220,269,7-Jan-18,rated-3
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," ""Hey, Jeremy.  This is Jeremy, our customer service manager.""""Hi, nice to meet you.  Mary just fucking cited me!  Okay, I thought this was a party.  If I want to dick tap Alan, I'm gonna dick tap Alan.  That's a timeless gag.  Never not funny.""""Okay, off you go.""""She is like a poisonous fucking cloud of shit gas, like, just seeping into everybody's good time.  Every word she says makes my fucking hemorrhoids throb!  I want that on record.""""It is.""""He's in customer service?""""Yeah, he's much better on the phone.  That's really where he shines.  Here we go."" One of my absolute favorite Christmas films...  It never fails to make me laugh.",2,9,0,374,870,22-Dec-19,rated-9
Office Christmas Party,2016,105,comedy, , , ,21230,2 fans,2.48,557,1507,1790,4461,4367,5200,1870,1091,132,255," Office Christmas Party aspires to be a holiday version of The Hangover, however it lacks the over-the-top raunchiness, focused storyline, memorable characters and big laughs that it needs to be that kind of comedy.  Jennifer Aniston appears to be the only cast member who put forth any effort for this mess of good ideas with sub par execution, but honestly none of the characters are developed enough for there to be a true standout here.  While it's entertaining enough to sit through, Office Christmas Party fails to live up to its hilarious 120-second trailer that basically showed (and ruined) all of the film's best moments.",1,7,0,149,232,9-Dec-16,rated-5
Star Wars: The Last Jedi,2017,152,science fiction,adventure,action, ,353711,1.6k fans,3.32,6683,12764,9057,32072,27757,71477,51173,80034,29384,33310, I used to hate this movie but then you all talked me into loving it. It's my favorite movie now.,1,1662,177,11,"27,055",24/8/18,rated-10
