Film Title,Film Year,Film Length,Genre 1,Genre 2,Genre 3,Genre 4,Language 1,Language 2,Language 3,Language 4,Country 1,Country 2,Country 3,Country 4,Total Ratings,Number of Fans,Average Ratings,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating,Review Text,Number of Paragraphs,Number of Likes,Comments,Followers,Following,Date
Osmosis Jones,2001,95,family,comedy,adventure,action,English, , , ,USA, , , ,17157,12 fans,2.76,224,718,885,2913,3189,5104,2101,1384,184,455, Osmosis Jones will defeat coronavirus,1,19,0,53,315,"23 Aug, 2020"
Osmosis Jones,2001,95,family,comedy,adventure,action,English, , , ,USA, , , ,17157,12 fans,2.76,224,718,885,2913,3189,5104,2101,1384,184,455," The removal of nostalgia goggles has not been kind to this film. Because doing so has made me realize this movie isn't good, but good and bad. Specifically animated segments good, live-action segments bad. The animated scenes feature rich fluid animation, solid action, and some pretty smart comedy concerning the human body, along with Chris Rock, Laurence Fishburne, and David Hyde Pierce giving pretty good performances. Unfortunately the live-action scenes feature so-so acting, tedious dialogue, and are utterly mundane. These segments could have been salvaged by Bill Murray, but instead of slipping into his ""Great Comedic Actor"" or ""Great Dramatic Actor"" persona he slipped his ""I Don't Give a Flying F@#%"" persona. Bottom Line: Rewatchable, but skip the live-action bits.",1,37,0,23,774,
Osmosis Jones,2001,95,family,comedy,adventure,action,English, , , ,USA, , , ,17157,12 fans,2.76,224,718,885,2913,3189,5104,2101,1384,184,455," What a frustrating movie. The premise is solid, the animation is fantastic but the gross out humor isn’t even a little bit enjoyable and the live action segments are borderline unwatchable.I’d like to see someone edit this into a better movie. There’s a lot to like here. It’s just too bad that the rest is atrocious.",1,3,0,91,64,"04 Apr, 2020"
Osmosis Jones,2001,95,family,comedy,adventure,action,English, , , ,USA, , , ,17157,12 fans,2.76,224,718,885,2913,3189,5104,2101,1384,184,455," Quick Review: “Ebola? Let me tell you something about Ebola, baby. Ebola is a case of DANDRUFF compared to me!” Osmosis Jones is the definition of a middle of the road film. On one hand, it is bursting with creativity in its ideas, world building and animation. On the other hand, it also suffers from the overuse of gross-out humor, generic characters and a lack of energy during the live-action segments. Overall, I would say there is enough here to make it worth watching at least once if you are interested in the concept. The story has plenty of great concepts. It is kind of like a gross version of Inside Out where germs, blood-cells and viruses control the body of Frank DeTorre. This movie has some amazing world building with its creatures and how Frank’s condition affects them. There is something cool in this world every five seconds. The actions of the characters inside Frank translate pretty well to how they affect his wellbeing. Here is the problem with the film. The live-action segments are subpar at best. It’s basically Bill Murray performing gross-out gags and being hungry. While there were a couple of gags that did make me laugh, one of which is a surprisingly effective fart joke near the end, it just came off as unpleasant more than anything. I did like his relationship with his daughter. It felt genuine and sweet with his daughter expressing that she loves her dad and wants to spend more time with him. It is easily the best part of the live-action portion. As for the characters, they are not bad, but they are forgettable. Frank is essentially a walking fart joke. There is not much else to say about him. His daughter Shane is sweet and likable. She seems more concerned about her father’s health than the fact that he embarrasses her in front of her friends. It is refreshing to see a strong father-daughter relationship with the daughter wanting to spend time with her father. Ozzy is a pretty egotistical jerk of a protagonist, but at least he becomes a bit nicer by the end. Still, he is incredibly reckless. His sidekick, Drix, is the best character in the animated portions. He is a pretty likable guy who develops a fun relationship with Ozzy after having an argument. Their chemistry is also really good by the end of the film. The mayor is more unlikable than the villain is, but I think he was made to be a hate sink. The love interest, Leah, is just a flat character that only one good moment. I actually liked the villain. He was a little generic, but his design was cool and it was neat seeing a villain just straight up killing other germs. Also, it helps that Laurence Fishburne’s voice acting make him sound very intimidating. Thrax was a good villain who didn’t need a motivation to be evil. He just enjoyed it. The voice acting is terrific. Chris Rock brings so much energy in Ozzy. That man had a blast with his character and it shows. Fishburne as I said earlier is terrific as Thrax. He gave the character an intimidating presence. William Shatner is great as the selfish mayor, Brandy is pretty good as the love interest despite having a rather thankless role, David Hyde Pierce shows the correct emotion for Drix who is not supposed to be as energetic as Ozzy and Ron Howard is in the movie! I lit up when I saw his name in the credits. As for the live-action portions, Bill Murray and Elena Franklin do have good chemistry, but the material Murray works with is not good. Murray’s performance is pretty indifferent to say the least. Franklin however did a pretty good job with her role. The tone of the film is pretty goofy and silly overall, but the villain is surprisingly dark. It also has a message about eating too much food and being more active. It is nice message that is often overlooked, but it could have been communicated better. Where Osmosis Jones shines is in the visual department. The animation looks stunning. Not only is the movement energetic and the action scenes are crisp and breezy, but the film looks creative with its designs. The characters all have unique designs and abilities. None of them look the same. Ozzy has a couple of cool abilities where he can shape shift into other creatures and it looks so good. The backgrounds and city landscapes look impressive and detailed. It’s amazing how a film that is centered around germs inside of the body looks so remarkable. The cinematography for the live-action parts is the opposite. It looks like a sitcom really. All of the effort went into the animated segments and it shows in nearly every aspect. Why not just make the film animated from start to finish? As for the action scenes, they are entertaining to watch and the animation looks so smooth. They even have a couple of inventive moments such as the surfing scene. The musical score is pretty good. It is not super memorable, but it does sound good.  Osmosis Jones is a movie that I respect more than I like. It is a lot like Sky Captain where it is an admirable film, but a lot of the elements do not work as well as they should. However, the brilliant animation makes this one worth at least one look. Although the live-action segments are not very good, they are few in far between and the animated segments are the focus. Not a bad movie, but it definitely had the potential to be better.",4,20,0,587,524,"17 Jun, 2020"
Osmosis Jones,2001,95,family,comedy,adventure,action,English, , , ,USA, , , ,17157,12 fans,2.76,224,718,885,2913,3189,5104,2101,1384,184,455," Quick Review: “Ebola? Let me tell you something about Ebola, baby. Ebola is a case of DANDRUFF compared to me!” Osmosis Jones is the definition of a middle of the road film. On one hand, it is bursting with creativity in its ideas, world building and animation. On the other hand, it also suffers from the overuse of gross-out humor, generic characters and a lack of energy during the live-action segments. Overall, I would say there is enough here to make it worth watching at least once if you are interested in the concept. The story has plenty of great concepts. It is kind of like a gross version of Inside Out where germs, blood-cells and viruses control the body of Frank DeTorre. This movie has some amazing world building with its creatures and how Frank’s condition affects them. There is something cool in this world every five seconds. The actions of the characters inside Frank translate pretty well to how they affect his wellbeing. Here is the problem with the film. The live-action segments are subpar at best. It’s basically Bill Murray performing gross-out gags and being hungry. While there were a couple of gags that did make me laugh, one of which is a surprisingly effective fart joke near the end, it just came off as unpleasant more than anything. I did like his relationship with his daughter. It felt genuine and sweet with his daughter expressing that she loves her dad and wants to spend more time with him. It is easily the best part of the live-action portion. As for the characters, they are not bad, but they are forgettable. Frank is essentially a walking fart joke. There is not much else to say about him. His daughter Shane is sweet and likable. She seems more concerned about her father’s health than the fact that he embarrasses her in front of her friends. It is refreshing to see a strong father-daughter relationship with the daughter wanting to spend time with her father. Ozzy is a pretty egotistical jerk of a protagonist, but at least he becomes a bit nicer by the end. Still, he is incredibly reckless. His sidekick, Drix, is the best character in the animated portions. He is a pretty likable guy who develops a fun relationship with Ozzy after having an argument. Their chemistry is also really good by the end of the film. The mayor is more unlikable than the villain is, but I think he was made to be a hate sink. The love interest, Leah, is just a flat character that only one good moment. I actually liked the villain. He was a little generic, but his design was cool and it was neat seeing a villain just straight up killing other germs. Also, it helps that Laurence Fishburne’s voice acting make him sound very intimidating. Thrax was a good villain who didn’t need a motivation to be evil. He just enjoyed it. The voice acting is terrific. Chris Rock brings so much energy in Ozzy. That man had a blast with his character and it shows. Fishburne as I said earlier is terrific as Thrax. He gave the character an intimidating presence. William Shatner is great as the selfish mayor, Brandy is pretty good as the love interest despite having a rather thankless role, David Hyde Pierce shows the correct emotion for Drix who is not supposed to be as energetic as Ozzy and Ron Howard is in the movie! I lit up when I saw his name in the credits. As for the live-action portions, Bill Murray and Elena Franklin do have good chemistry, but the material Murray works with is not good. Murray’s performance is pretty indifferent to say the least. Franklin however did a pretty good job with her role. The tone of the film is pretty goofy and silly overall, but the villain is surprisingly dark. It also has a message about eating too much food and being more active. It is nice message that is often overlooked, but it could have been communicated better. Where Osmosis Jones shines is in the visual department. The animation looks stunning. Not only is the movement energetic and the action scenes are crisp and breezy, but the film looks creative with its designs. The characters all have unique designs and abilities. None of them look the same. Ozzy has a couple of cool abilities where he can shape shift into other creatures and it looks so good. The backgrounds and city landscapes look impressive and detailed. It’s amazing how a film that is centered around germs inside of the body looks so remarkable. The cinematography for the live-action parts is the opposite. It looks like a sitcom really. All of the effort went into the animated segments and it shows in nearly every aspect. Why not just make the film animated from start to finish? As for the action scenes, they are entertaining to watch and the animation looks so smooth. They even have a couple of inventive moments such as the surfing scene. The musical score is pretty good. It is not super memorable, but it does sound good.  Osmosis Jones is a movie that I respect more than I like. It is a lot like Sky Captain where it is an admirable film, but a lot of the elements do not work as well as they should. However, the brilliant animation makes this one worth at least one look. Although the live-action segments are not very good, they are few in far between and the animated segments are the focus. Not a bad movie, but it definitely had the potential to be better.",4,20,0,587,524,"17 Jun, 2020"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73, it took me three days to watch this but i did it for oscar and he looked great so it was worth it,1,10,0,281,"3,126","03 Mar, 2018"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," I was attracted to this because it is based on a Patricia Highsmith novel and I had previously wanted to see it but Hyunsok was the one who suggested it so we watched it for an evening off. Viggo Mortensen was very interesting in the role, but he is close to a decade older than the character and it shows some. The gap between him and Kirsten Dunst is okay, though, as it seems baked into the role and the tension of the story. Hyunsook pointed out that Dunst looked a lot like Lee Remick, which I could see and may be part of me not bothered so much by her in this role. I am very curious about the ages in the novel because the ostensible age of Mortensen's character makes him a little young for the relationship with Oscar Isaac, though Mortensen himself is the right age for it to fit. While I expect some tension to build through a Highsmith story, this dragged a little in parts. I would have to say that director Hossein Amini is a much better writer than director. He delivers wonderful scripts, but the pacing seems off here. The movie felt like it was much longer than it actually was. I think he could improve with practice as he got a lot right. I am now very interested in reading the novel.",1,7,0,"1,588",674,"02 Oct, 2019"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," A surprisingly tense and ultimately charming thriller that is anchored superbly by its two leading men. Oscar Isaac seems to be on a roll at the moment. He is building up quite a filmography for himself before he goes to a galaxy far far away next year. He had already proven himself to me with his brilliant performance in 'Inside Llewyn Davies' but here he only further cements my high opinion of him. Suave, sophisticated and likeable. He wins you over from the first scene and holds your attention till the last. He and Viggo Mortensen have an electric chemistry on screen together with their scenes at all times keeping you on your toes as to how things are going to play out. Kirsten Dunst plays the women caught in the middle of these two men and she holds her own admirably in the role. it is the strength of the three leads that provides the film with a likeable charm. It glides along effortlessly and was a real pleasure to watch. The visual aesthetic of the film set on the islands on Greece and Crete contains some often beautiful scenery. With a Mediterranean-themed score in the background the whole film feels like a refreshing change of pace. It feels light and accessible while being both smart and entertaining. The story (from 'Drive' writer Hossein Amini) is always compelling with the actors fully utilising the strong script they have been given to work with. Amini also does very well here in his directorial début. He displays a flair behind the camera to match his script. He is definitely one I will be keeping an eye on in the future. The real eye catching part of this film however is the dynamic between Isaac and Mortensen, Their rivalry over the course of the film is utterly gripping with twists and turns in the plot keeping you guessing right up until the satisfying finale. It might not be as high profile as many of the other current releases but this film definitely deserves your time and attention.",2,14,0,264,409,"20 May, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," The elegant, engaging, mysterious and full of very good performances, The Two Faces of January, transports us to a glamorous vacation in Greece, vacation that was far from becoming a nightmare. The glamorous and charismatic American millionaire Chester MacFarland (Viggo Mortensen) is in Athens with his young and beautiful wife Colette (Kristen Dunst) for a luxury holiday. They met the also American tourist guide Rydal (Oscar Isaac) who quickly becomes fascinated with the beauty of Colette. Impressed with their extravagant life, Rydal, accepts an invitation to dinner and the couple quickly realize that both men have very similar convictions in life. Both ambitious, greedy and hide secrets. The Two Faces of January is a very well constructed thriller, which despite being fairly simple in terms of history, can be very intelligent. We managed to find similarities with the films of the master of suspense, Alfred Hitchcock and even can say that this can perfectly be a tribute to his brilliant work. The fact that it is so ""Hitchcockian"" certainly gives it a special glow. Suspense, intrigue, lies, and dangerous revelations with an atmosphere of paranoia and claustrophobia, always work well with the necessary intensity to every moment. The film beautifully portrays the era of the 60's and also has a beautiful cinematography. With regard to interpretation is undoubtedly Viggo Mortensen that stands out most in this film and manages to convince, because he demonstrate a deep, calm, very subtle and refined man, but also shows a feeling of anger and frustration when necessary. The beautiful Kristen Dunst and Oscar Isaac also talented, both have great performances, gradually exploring the virtues and flaws of their characters with small and interesting details that show what each one is, and when I say that, the same applies to the performance of Viggo Mortensen, which is very well supported by these two. A great thriller about two men who destiny crossed, they quickly discover they have more in common than what they expected. Two complete strangers who realize they want exactly the same in life. A coincidence of fate that function as a reflection of the future.",5,25,0,"1,371","2,029","20 Oct, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73, educational and factual: oscar isaac can tear apart any marriage,1,7,0,127,348,"27 Mar, 2018"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," This film has a fantastic unsettling tone all throughout it. Nothing ever feels right, in that wonderful Noir way. Performances are fantastic from all three and while the film can be quite slow at times you are never left bored.  I guess my main complaint is that it would have been more interesting if everyone wanted to fuck each other. But, that said, when isn't that true for any movie?",2,6,0,648,639,"29 May, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," This film has a fantastic unsettling tone all throughout it. Nothing ever feels right, in that wonderful Noir way. Performances are fantastic from all three and while the film can be quite slow at times you are never left bored.  I guess my main complaint is that it would have been more interesting if everyone wanted to fuck each other. But, that said, when isn't that true for any movie?",2,6,0,648,639,"29 May, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," It’s funny how sometimes a movie gets released at just the wrong time and end up getting totally ignored.  Oscar Isaac stared in two such films last year.  A MOST VIOLENT YEAR was a wonderful gangster-esque thriller that was poised for an awards run, but then dumped and discarded by its production company.  THE TWO FACES OF JANUARY was the other ignored film.  I’m not even sure if this got a theatrical run. It is a shame that this film never really had a chance to see the light of day.  I mean, it is not redefining cinema, but it is a solid entry into the man-with-a-mysterious-past / international thriller genre.  The plot revolves around a young American working as a tour guide in Greece.  He is a small time schemer who robs tourists of their pocket money by short changing them.  He gets involved with an American couple that are vacationing across Europe.  They are not who they seem to be either, but on a much larger scale.  Throw in a pinch of sexual desire, embezzlement , intrigue, and murder and this becomes a compelling thriller. The plot of this movie really hangs on the “stranger in a strange place” format.  So much of the film relies on the inability of Viggo to communicate with the people around him.  Isaac does speak the language, and this gives him a power over his marks.   The 3 part cast is all strong.  Viggo is closest to his HISTORY OF VIOLENCE character.  He is helpless at times, and ruthless and conniving at others.  Isaac continues to impress.  This is the first “adult” role I have seen Kiersten Dunst in.  By that I mean that she is playing a grown up, of a woman instead of a girl.  She is still just as lovely as ever, even if her character is a bit underwritten. As I was watching this film I was thinking about THE TALENTED MR. RIPLEY, and for me that is a good thing.  I think this movie has a similar look and cinematography, the characters are different of course, but they are comparable, and the score played in a the same effective yet not overwhelming way.",5,18,1,"1,047","1,498","17 Feb, 2015"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73, oscar isaac speaking greek............. 👅,1,5,0,131,337,"06 Dec, 2016"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," Despite Oscar...and Viggo... I just couldn't get into this. I'm very confused by their relationship. I'm sure it made sense in the book but it did not translate well in this film. The ending was weird. The score was pretty, but overpowering. It was way too dramatic.",1,5,0,376,734,"08 May, 2015"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," ""I don't expect you to understand now, but one day you gonna wake up and you're gonna look in the mirror and you're gonna see someone who's not all that different from me. And you're gonna realize that every hope and dream you ever had has slipped through your fingers.""(Viggo Mortensen as Chester MacFarland) VIGGO MORTENSEN, OSCAR ISAAC AND KIRSTEN DUNST IN A PATRICIA HIGHSMITH ADAPTATION",2,89,0,"80,307","16,548","06 Jun, 2019"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," Another movie that puts fear into those who've not yet traveled far outside their home country. Oscar Isaac plays Rydal, a tour guide in Greece who takes a wealthy couple under his wing for the duration of their immediate visitation. Viggo Mortensen and Kirsten Dunst play Chester and Colette MacFarland, who are a bit naive, but loaded enough to make light of such things. During their tour through Greece's more consumer friendly sights, Rydal begins showing eyes for Colette, giving the viewer evidence of an up coming love triangle. The movie however, not being one to stay so open to prediction, pulls away from this blatant plot once Chester receives a late night knock on his hotel door. At the doorstep is a man claiming to have unfinished business with Chester. It's revealed to the audience that Chester has long since worked as a scheming and scamming fraud artist claiming to help protect people's offshore bank accounts(giving him access to said accounts in the process). This mystery visitor's client is very unhappy with Chester's scam and is held at gunpoint in the hotel suite's bathroom. Quickly wrestling this man to the ground, Chester accidentally kills him by accident. Now a murderer abroad, Chester and Colette must make a clean getaway back to the states if they are to retain their lavish life styles. The problem is, while attempting to hide the body, Chester is witnessed by Rydal, who now becomes involved in the dilemma. A man of quick wits and many years of experienced plotting, Chester makes sure Rydal's knowledge of Europe's laws, geography and underground networks are put to use by way of blackmail. Thus begins an hour of thrilling police evasion, escalating drama between Cotte's faithfulness to her husband, the troubles of obtaining newly falsified identification documents and not being quite able to read Rydal or Chester's true motives throughout the entire fiasco.  The film is well acted by all 3 of its primary cast members. Yes, even Dunst does a good job here. The storyline is very entertaining and the scenes involving close calls with the authorities are well played out. This is one of those few films of this genre that avoid the characters making stupid decisions, helping me enjoy the ride for what it is. This film had little to no exposure to the masses when released this year, so when you see it pop up on Netflix or Red Box, check it out this little period piece. Especially if you need your yearly Viggo fix like I. - The Spork Guy",3,4,0,846,"1,457","02 Nov, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," As a directorial debut, it's solid. As an adaptation of Highsmith's novel, it manages to be a little disappointing by virtue of playing it safe. Luckily though, it features Oscar Isaac and Viggo Mortensen, and would probably be watchable even if they were just taking turns reading the phone book.",1,5,0,"1,278","1,310","27 Sep, 2016"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," Three stars seems rather under appreciating considering the great performances and interesting interaction between Viggo Mortenson and Oscar Isaac, they both turn out great work here but there is just to much lacking in this film to propel this to greatness. The story taps into that classic suspense thriller where you are not really sure what's going to happen but inevitability brings you to conclusion. Hossein Amini’s directorial debut looks great within its time and setting. This is the main draw to this film, it's cinematography, setting and palette are rich and impressive. On research I notice Amini wrote the screenplay for Nicolas Winding Refn's amazing film Drive so I expected greatness, unfortunately the screenplay here wasn't delivered with the style, panache and skill as Refn's film. With its subtle music choices and beautiful backdrops domineering and the thriller almost taking second stage I didn't really feel properly engaged in the suspense and drama of the situations they found themselves in and felt like a passenger and rarely involved. Although it has a few weaker points, Mortensen and Isaac are great together and make this very worthy of your time.",3,4,0,855,994,"17 Dec, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," ""There's a surprise around every corner."" - Chester MacFarland Ah, Chester. Had Hossein Amini and his three leads been working between the 40s and 60s, you'd be absolutely right. For The Two Faces of January lives and breathes the atmosphere of a perfectly passable Sunday afternoon film on BBC2. Had it only been filmed in black and white too. However, that would be a bad thing. Two Faces works best when being a tourism video for the luscious landscapes of Greece and the surrounding area, and it's just the ticket for Hossein Amini's relaxed style. A thriller that never really sets out to thrill, it's a slow-burner of the highest order, and a relic from a time gone by. They don't make 'em like this any more. The source novel is a thing of the same ilk, written by Patricia Highsmith in 1964. Drifting from obstacle to obstacle at a neat little pace, it's quite content trotting along on its own terms. The set-up is simple: glamorous American couple in a foreign land go on the run after the death of a PI who confronts them, assisted by a friendly hustler. Events never particularly get convoluted either, sailing predictably along to a conclusion that satisfies as much as it bores. The film never borders on 'meh', but draws close to 'passable' on many an occasion. That being said, the three central performances are all very solid. Viggo Mortensen isn't without his flaws, particularly in one terrible display of outpouring emotion, but he's ever-compelling as the morally ambiguous and oblivious con artist on the run. Oscar Isaac fares better in a similarly shady role, yet the two leading men eclipse a perfectly decent turn from Kirsten Dunst. I would say it's a shame, but the scenes in which the two men butt heads are among the best in the entire film. Amini's debut is confident in its complacency, only really showing off cinematically in one low-key exit from a crowded public place. The single take used here is as effective as the film gets, yet that's no bad thing; for a youngling director who prefers doing a catwalk to flexing his muscles, it's all absolutely fine. Neither offensive nor excellent, nor exciting nor boring, The Two Faces of January will surely find a peaceful and contented home on daytime TV in years to come.",7,6,0,815,"4,619","18 Jun, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," An epic of Hitchcockian proportions; first-time director Hossein Amini weaves a crooked and twisting tale that wears its influences on its sleeve. Beautiful cinematography, brilliant acting and a surprise halfway through that left me shocked. Patricia Highsmith would’ve really liked her filmic adaptations, me thinks.  October 2016, Ranked",2,8,0,956,"1,202","18 Oct, 2016"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," Three stars seems rather under appreciating considering the great performances and interesting interaction between Viggo Mortenson and Oscar Isaac, they both turn out great work here but there is just to much lacking in this film to propel this to greatness. The story taps into that classic suspense thriller where you are not really sure what's going to happen but inevitability brings you to conclusion. Hossein Amini’s directorial debut looks great within its time and setting. This is the main draw to this film, it's cinematography, setting and palette are rich and impressive. On research I notice Amini wrote the screenplay for Nicolas Winding Refn's amazing film Drive so I expected greatness, unfortunately the screenplay here wasn't delivered with the style, panache and skill as Refn's film. With its subtle music choices and beautiful backdrops domineering and the thriller almost taking second stage I didn't really feel properly engaged in the suspense and drama of the situations they found themselves in and felt like a passenger and rarely involved. Although it has a few weaker points, Mortensen and Isaac are great together and make this very worthy of your time.",3,4,0,855,994,"17 Dec, 2014"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," it started pretty strong, immediately drawing my attention and pulling me into the story. i liked the beginning and i liked the scene in the airport (although i thought it was much too short, and ended just as it got especially suspense).",1,27,0,"1,113","2,056","24 Jul, 2020"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," It’s funny how sometimes a movie gets released at just the wrong time and end up getting totally ignored.  Oscar Isaac stared in two such films last year.  A MOST VIOLENT YEAR was a wonderful gangster-esque thriller that was poised for an awards run, but then dumped and discarded by its production company.  THE TWO FACES OF JANUARY was the other ignored film.  I’m not even sure if this got a theatrical run. It is a shame that this film never really had a chance to see the light of day.  I mean, it is not redefining cinema, but it is a solid entry into the man-with-a-mysterious-past / international thriller genre.  The plot revolves around a young American working as a tour guide in Greece.  He is a small time schemer who robs tourists of their pocket money by short changing them.  He gets involved with an American couple that are vacationing across Europe.  They are not who they seem to be either, but on a much larger scale.  Throw in a pinch of sexual desire, embezzlement , intrigue, and murder and this becomes a compelling thriller. The plot of this movie really hangs on the “stranger in a strange place” format.  So much of the film relies on the inability of Viggo to communicate with the people around him.  Isaac does speak the language, and this gives him a power over his marks.   The 3 part cast is all strong.  Viggo is closest to his HISTORY OF VIOLENCE character.  He is helpless at times, and ruthless and conniving at others.  Isaac continues to impress.  This is the first “adult” role I have seen Kiersten Dunst in.  By that I mean that she is playing a grown up, of a woman instead of a girl.  She is still just as lovely as ever, even if her character is a bit underwritten. As I was watching this film I was thinking about THE TALENTED MR. RIPLEY, and for me that is a good thing.  I think this movie has a similar look and cinematography, the characters are different of course, but they are comparable, and the score played in a the same effective yet not overwhelming way.",5,18,1,"1,047","1,498","17 Feb, 2015"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," As dad said, “a passable hour and a half”. Felt like three. The opening made me really excited for what was to come, which was unfortunately a very slow, linear slither to the predictable end",1,3,2,12,17,"25 Jul, 2020"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73, educational and factual: oscar isaac can tear apart any marriage,1,7,0,127,348,"27 Mar, 2018"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," oscar isaac. that’s it, that’s the review.",1,4,4,284,388,"07 Mar, 2020"
The Two Faces of January,2014,96,thriller, , , ,English,Turkish,Greek (modern), ,France,UK,USA, ,7539,4 fans,3.00,29,101,173,773,1321,2513,1609,859,88,73," Review In A Nutshell: Hossein Amini has delivered a pleasing debut, showcasing his talents as both a writer and a director with this Hitchcock-inspired thriller, The Two Faces of January. The film's premise regarding three individuals, a con artist and his wife aided by a local tour guide, on the run from the police due to the death of a private investigator. The film keeps its storytelling on point, with only a few scenes utilised to build its characters and the driving complication; though brief, I never felt distant towards them, Amini has provided enough for audiences to connect with, and the two male characters are flawed enough in their own way that we do not completely place our sympathies towards a singular person. Amini shifts the film's core complication from the evasion of pursuing authorities to an internal conflict between the two leading males. Amini keeps the stakes fundamental by letting the characters concern be found in money or love, unwilling to provide something more complex for the sake of it; Amini's concern is to sweep the audience off their feet with chilling tension and surprising turns, an escapist adventure that manages to have fun in the process. The performances from its three central cast members were great, even when the characters themselves lack depth and complexity, the actors are still able to keep things engaging and foremost, entertaining, through their charming exchanges and intensities during critical moments of conflict. Viggo Mortensen (Chester MacFarland) initially gives off a humbling and welcoming vibe, a quality that is commonly found in Hitchcock's films, then as the plot changes direction, uncharted layers of his personality begin to become apparent; switching our sympathies with Oscar Isaac's (Rydal) character, which initially seemed like the antagonist of the story, with his opportunistic attitude towards Chester's money and wife, played by Kirsten Dunst. Dunst plays her role well, but the film's lack of insight towards her character, prevents me from completely appreciating her efforts; her character seems to be the object of attraction and significance for both the two leading male characters, and because we are constantly being put in their perspectives, we are restricted only to their perception of her. The Two Faces of January should open doors for Hossein Amini's directorial career, proving that he is more than capable in adapting his own scripts, executing them with such inspiration and entertainment that for studios not to exploit his abilities would be a missed opportunity.",5,15,0,112,"4,434","15 Feb, 2015"
